"leakeys","This family of anthropologists is the subject of the biography ""Ancestral Passions"
"henrykissinger","Years of Upheaval"" is his personal account of foreign affairs during President Nixon's 2nd term"
"watergate","In ""All The President's Men"", Woodward and Bernstein relate how they investigated this scandal"
"russia","John Reed's ""Ten Days That Shook the World"" is an account of this country's 1917 revolution"
"barbarawoodhouse","The American edition of her ""Dog Training My Way"" was published in 1972"
"arthurashe","This tennis great who passed away in 1993 left behind the memoir ""Days Of Grace"
"alandershowitz","Reversal Of Fortune"", this attorney's book about the von Bulow case, was the basis for a 1990 film"
"sidneypoitier","Oprah chose for her book club ""The Measure of a Man: A Spiritual Autobiography"" by this Oscar winner"
"rachelcarson","Her ""The Sea Around Us"" was among the top 10 nonfiction bestsellers for 1951 and 1952"
"hat","Oliver Sacks shared some of his fascinating neurological cases in ""The Man Who Mistook His Wife For A"" this"
"jennabush","In ""Ana's Story"", this First Daughter tells of a young mother she met through UNICEF who's HIV positive"
"working","This Studs Terkel book is subtitled ""People Talk About What They Do All Day and How They Feel About What They Do"
"arnoldtoynbee","This British historian's ""A Study of History"" was published in 12 volumes from 1934 to 1961"
"samwalton","This Arkansas-based businessman subtitled his 1992 autobiography ""Made in America"
"dilbertprinciple","Bestsellers from Scott Adams have included ""Dogbert's Top Secret Management Book"" and this ""Principle"
"greatestgeneration","In 1999 Peter Jennings had ""The Century"" on the bestseller lists; Tom Brokaw had this one"
"joyadamson","Born Free"" and ""Living Free"" were part of her 1966 collection of ""The Story Of Elsa"
"westpoint","In ""Duty First"", alum Ed Ruggero calls this military academy ""America's premier leadership school"
"johnsteinbeck","Working Days"" is a compilation of the journals he kept while writing ""The Grapes of Wrath"
"thomaswolfe","David Herbert Donald won a 1988 Pulitzer Prize for ""Look Homeward: A Life of"" this author"
"jonkrakauer","Into Thin Air"" is his account of scaling Everest and the tragedy that befell others around him"
"srevemartin","In ""Born Standing Up"", this ""wild and crazy guy"" recalled selling guidebooks at Disneyland at age 10"
"churchill","Their Finest Hour"", Volume II of his WWII history, is divided into 2 sections: ""The Fall of France"" and ""Alone"
"elizabethedwards","Resilience"" is the appropriate title of a book by this cancer-stricken political wife"
"cesarmilan","Be the Pack Leader"" was a non-fiction bestseller written by this TV ""Dog Whisperer"
"freakonomics","Rogue economist"" Steven D. Levitt ties Roe v. Wade to a drop in crime in this bestseller"
"regisphilbin","I'm Only One Man!"", as co-host Kathie Lee Gifford can attest, and he tells all about it in his autobiography"
"waltercronkite","You can read all about the way it was with this former CBS anchor in his recent book ""A Reporter's Life"
"michaelcrichton","Between his novels ""Congo"" and ""Sphere"", he published ""Electronic Life: How to Think About Computers"
"football","In ""Paper Lion"" George Plimpton reported on his attempt to play this sport"
"plastic","A 1996 history of this substance includes sections on bakelite, polyethylene and cellophane"
"bellcurve","The title of this 1994 book about group differences in intelligence refers to a shape on a graph"
"dennisrodman","This Chicago Bull bares all and talks about his relationship with Madonna in his book ""Bad As I Wanna Be"
"chickensoup","In 1996 Jack Canfield and Mark Hansen cooked up ""A 3rd Serving Of"" this ""for the soul"
"carlsagan","In ""The Demon-Haunted World"", this astronomer examines the evidence for unexplainable phenomena"
"larryking","This CNN host shares ""The Secrets of Good Communication"" in ""How To Talk To Anyone, Anytime, Anywhere"
"swaddling","Harvey Karp's ""The Happiest Baby on the Block"" lays out the 5 S's, the first being this tight wrapping, or ""clothes"
"bigbook","The book ""Alcoholics Anonymous"" is often called within AA by this alliterative name"
"maidaheatter","She has ""Maida"" lot of fans with her books of ""Great Cookies"" and ""Great Chocolate Desserts"
"woundedknee","Dee Brown's Indian history of the American west is called ""Bury My Heart at"" this place"
"winstonchurchill","In 1941, a collection of his speeches was published under the title ""Blood, Sweat, and Tears"
"musicbusiness","Hit Men"" is Frederick Dannon's 1990 book about powerbrokers and fast money inside this business"
"abelard","In ""History of My Calamities"", he wrote about his tragic romance with Heloise"
"grahamgreene","This author of ""Our Man in Havana"" published a volume of his letters to the editor in 1990"
"helenkeller","With the help of Anne Sullivan, her teacher, and John Macy, she published ""The Story of My Life"" in 1902"
"marciaclark","Without a doubt, her ""Without A Doubt"" sheds new light on the O.J. Simpson trial"
"jimmycarter","The Carpenter's Apprentice"" tells of this former president and his work with Habitat For Humanity"
"lesliehalliwell","Famous for his ""Filmgoer's Companion"", he also wrote an autobiography, ""Seats in All Parts"
"billclinton","My Life"", his hotly anticipated memoir, was released June 22, 2004"
"onassis","Greek Fire"" is ""The Story of Maria Callas and"" him"
"richardclarke","He had a 2004 bestseller with ""Against All Enemies: Inside America's War on Terror"
"orelhershiser","Wolgemuth and Hyatt, a Christian publishing firm, released ""Out of the Blue"" by this Dodger pitcher and MVP"
"divorce","Second Chances"" is a long-term study of the effects of this family trauma on 60 families in California"
"dogbert","This Dilbert canine's ""Top Secret Management Handbook"" is a humorous guide for executives"
"motherteresa","A Simple Path"" is a compilation of this Nobel Prize-winning nun's thoughts and experiences"
"princessdiana","For the week of October 12, 1997, 3 of the top 4 New York Times paperback bestsellers were about her"
"mounteverest","In ""Into Thin Air"" Jon Krakauer said climbing this mountain ""was primarily about enduring pain"
"stanley","In 1872 he published ""How I Found Livingstone"
"brain","Betty Edwards' 1979 bestseller on creativity was called ""Drawing on the Right Side of"" this"
"jimbakker","Forgiven"" by Charles E. Shepard tells of ""The Rise and Fall of"" this PTL leader"
"gildaradner","This comedienne wrote of good times and bad in her autobiographical ""It's Always Something"
"johnreed","He titled his eyewitness account of the Russian Revolution ""Ten Days that Shook the World"
"carriefisher","This actress' memoir ""Wishful Drinking"" talks about coming of age on the set of ""Star Wars"
"mounteverest","High Crimes"" tells of ""The Fate of"" this mountain ""in an Age of Greed"
"abrahamlincoln","2008's ""Giants"" covers ""The Parallel Lives of Frederick Douglass and"" this man"
"lenin","David Remnick covered ""The Last Days of the Soviet Empire"" in his ""Tomb"
"crowded","Thomas L. Friedman explains ""Why We Need a Green Revolution"" in ""Hot, Flat, and"" this"
"china","Gavin Menzies makes a big claim for Admiral Zheng He in ""1421: The Year"" this nation ""Discovered America"
"dalailama","The Art of Happiness"" is a dialogue between Dr. Howard Cutler and this Buddhist"
"frenchcooking","In 1961 Julia Child started a culinary revolution when she published ""Mastering the Art of"" this"
"anncoulter","Her books include ""Treason"" and ""Slander: Liberal Lies About the American Right"
"oprahwinfrey","Some of this talk show host's favorite recipes are featured in the bestseller ""In the Kitchen with Rosie"
"ericajong","Fear of Fifty"" is the first admitted autobiography by this ""Fear of Flying"" author"
"dianfossey","While teaching at Cornell, she wrote ""Gorillas in the Mist"
"margaretthatcher","In 1993 she published ""The Downing Street Years"", a memoir of her time as prime minister"
"hollandnetherlands","Conrad Busken Huet wrote ""The Country of Rembrandt"", a classic cultural history of this country"
"margaretsanger","Motherhood In Bondage"" is one of the books by this birth control pioneer"
"johnreed","Ten Days That Shook The World"" was his last book published during his lifetime"
"kelseygrammer","In a 1995 autobiography, this star of ""Frasier"" told of his life ""So Far"
"love","In the 1980s Robin Norwood had a bestseller with ""Women Who"" do this ""Too Much"
"janegoodall","Don't laugh, but this expert on chimpanzees wrote a 1971 book about hyenas called ""Innocent Killers"
"rosaparks","She Would Not Be Moved"" is the story of this woman and the Montgomery bus boycott of the 1950s"
"kontiki","This 1950 classic by Thor Heyerdahl is subtitled ""Across the Pacific by Raft"
"pencil","Henry Petroski chronicles methods of encasing graphite in wood in a 1989 history of this writing implement"
"howto","This term for an instructional book precedes ""Avoid Probate"" and ""Win Friends And Influence People"
"bedbreakfast","Learn about opening one of these establishments ""inn"" your home from expert Barbara Notarius"
"robertbork","This onetime Supreme Court candidate judges America in ""Slouching Towards Gomorrah"
"hiroshima","This 1946 John Hersey book about WWII begins, ""At exactly fifteen minutes past eight in the morning...."
"princecharles","1979's ""H.R.H.: The Man Who Will Be King"" tells of this heir to the British throne"
"colorpurple","In ""The Same River Twice"" Alice Walker talks about the making of this film, based on her novel"
"richardwright","Black Boy"" is a 1945 autobiography by this ""Native Son"" author"
"stephenhawking","A new illustrated edition of this scientist's ""A Brief History of Time"" was published in 1996"
"zlatafilipovic","This Sarajevo teen's ""Diary"" was a 1994 bestseller"
"emc","In a book subtitled ""A Biography of the World's Most Famous Equation"", the equation is this"
"mitchalbom","Have A Little Faith: A True Story"" was a 2009 bestseller by this ""Tuesdays with Morrie"" author"
"scottbrown","Against All Odds"" is this current Massachusetts senator's tale of overcoming a childhood of beatings and worse"
"richardwright","Published posthumously in 1977, ""American Hunger"" is a continuation of his ""Black Boy"" autobiography"
"arthurclarke","The Exploration of Space"" is one of several nonfiction works by this ""2001"" author"
"helterskelter","Vincent Bugliosi took the title of this 1974 book about the Manson murders from a Beatles song"
"alandershowitz","In ""Chutzpah"", this lawyer best known for his defense of Claus von Bulow discusses the plight of Jews"
"torispelling","She followed up ""sTori Telling "" with ""Mommywood"
"tedkennedy","2009's ""Last Lion"" is subtitled ""The Fall and Rise of"" this political brother"
"corneliusvanderbilt","A 2009 biography of this builder of Grand Central Terminal calls him ""the first tycoon"
"howardstern","This radio personality bared all in his 1993 book ""Private Parts"
"jessicalynch","2003's ""I Am a Soldier, Too"" tells her story, including that of her capture and rescue"
"ernesthemingway","Fiction writer who titled his memoirs about his early days in Paris ""A Moveable Feast"
"frenchrevolution","Historian Simon Schama wrote the '89 book ""Citizens, A Chronicle Of"" this 18th century event"
"davidfrost","He wrote ""I Gave Them A Sword"" based on his 1977 interviews with ex-president Richard Nixon"
"noahwebster","The American Spelling Book"" was the first part of his ""A Grammatical Institute of the English Language"
"theodorewhite","He won a 1962 Pulitzer Prize for ""The Making of the President 1960"
"leeiacocca","His autobiography was the bestselling hardcover book of the 1980s"
"wolves","Clarissa Pinkola Estes encourages women to return to their ""feral"" roots in ""Women Who Run With"" these"
"ermabombeck","Her ""Aunt Erma's Cope Book"" was the bestselling nonfiction book of 1979"
"alandershowitz","Nonfiction works by this attorney include ""Reasonable Doubts"" and ""Chutzpah"
"chameleons","The book ""Masters of Disguise"" is devoted to these highly adaptable lizards"
"stephenhawking","In 1992 his book ""A Brief History of Time"" became Britain's longest-running bestseller"
"drspock","The 40th Anniversary Edition of his ""Baby and Child Care"" book was published in 1985"
"edmundhoyle","According to"" our sources, the first game book he wrote was a ""Short Treatise on the Game of Whist"
"theodoredreiser","An Amateur Laborer"" tells of his unhappy, impoverished period after the publication of ""Sister Carrie"
"kurtcobain","In 2002 his ""Journals"" were published, filled with drawings, lyrics and his plans for his band Nirvana"
"theodoreroosevelt","Edited by H. Paul Jeffers, ""The Bully Pulpit"" is a collection of quotations by this president"
"slavery","In 1901 Booker T. Washington published his now-classic autobiography ""Up from"" this"
"billywilder","On Sunset Boulevard"" is a book about ""The Life and Times of"" this famous film director"
"jackripper","He's the killer in Patricia Cornwell's bestseller ""Portrait of a Killer""; Case Closed"
"markfelt","Bob Woodward's ""The Secret Man"" was rushed to print after this Watergate informant revealed himself"
"nabokov","In his autobiography ""Speak, Memory"", he called ""Lolita"" ""a painful birth, a difficult baby"
"hawking","In 2005 he published an updated, easier to understand ""Briefer History of Time"
"monticello","The 2009 Pulitzer for history went to Annette Gordon-Reed for ""The Hemingses of"" this home"
"zone","Completes the titles of diet books by Dr. Barry Sears: ""The ____"", ""A Week in the ____"" and ""What to Eat in the ____"
"franksinatra","Mr. S: My Life with"" this Rat Packer is George Jacobs' look at his 15 years as the singer's valet"
"lancearmstrong","It's Not About the Bike"" tells the story of his athletic career and his struggle with cancer"
"johnkrakauer","His work ""Into the Wild"" became a 2007 hit film directed by Sean Penn"
"rickwarren","This minister's ""The Purpose-Driven Life"" was the top nonfiction bestseller of both 2003 and 2004"
"golf","John Feinstein called his 1995 bestseller about this sport ""A Good Walk Spoiled"
"charleskuralt","This newsman's ""A Life on the Road"" was a bestseller in 1990"
"billbradley","This senator and former basketball player reflects on his life in ""Time Present, Time Past"
"barbaratuchman","She wrote about WWI in ""The Guns of August"" and about the American Revolution in ""The First Salute"
"kirkdouglas","My Stroke of Luck"" was this famed actor's account of his recovery from a 1996 stroke"
"eisenhower","The No. 1 nonfiction book of 1948 was ""Crusade in Europe"" by this American general"
"tiger","The title of Tom Coyne's golf memoir ""Paper"" this pays homage to George Plimpton's ""Paper Lion"
"thomas","A history of early Christianity, ""Beyond Belief"" is subtitled ""The Secret Gospel of"" this doubting apostle"
"myneck","Nora Ephron is humorously self-deprecating in her memoir called ""I Feel Bad About"" this part of her body"
