"brucecatton","This Civil War historian won a Pulitzer prize and a nat'l book award for 1953's ""A Stillness at Appomattox"
"louisbrandeis","A Waltham, Mass. university is named for this Supreme Court justice and author of 1914's ""Other People's Money"
"billmoyers","The Power of Myth"" is a book based on his conversations on PBS with Joseph Campbell"
"karlmenninger","The Human Mind"" and ""Man Against Himself"" were written by this Topeka, Kansas psychiatrist"
"marktwain","This creator of Huck Finn has been called the first major American writer born west of the Mississippi"
"williamfaulkner","Towrard the end of World War I, this Mississippi-born author joined the Royal Air Force in Canada"
"willacather","She set ""Death Comes For The Archbishop"" in New Mexico, not on the Nebraska prairie"
"somersetmaugham","Although this ""Of Human Bondage"" author earned a medical degree, he never practiced medicine"
"anthonyburgess","He created the Nadsat language for his novel ""A Clockwork Orange"
"dickens","At the start of a novel by this author, Dombey is 48 years old and son, 48 minutes"
"rudyardkipling","He wrote the poem ""Gunga Din"" to honor the Bhisti, the natives who aided British soldiers in India"
"cervantes","This ""Don Quixote"" author was called the ""Maimed of Lepanto"" for wounds suffered in battle"
"ernesthemingway","Activities at a Key West, Fla. festival honoring this author include a running of the bulls and a short story contest"
"georgeeliot","19th century author Mary Ann Evans wrote under this pen name"
"hermanmelville","In 1842 he and a shipmate jumped ship in the Marquesas Islands and lived for a month with the Typee tribe"
"aldoushuxley","He based Mark Rampion in ""Point Counter Point"" on his friend D.H. Lawrence; Philip Quarles was based on himself"
"westminsterabbey","Charles Dickens was laid to rest in a private ceremony on June 14, 1870 in the Poet's Corner of this church"
"sholomaleichem","The Yiddish greeting for ""peace be with you"" gave Solomon Rabinowitz this pen name"
"raybradbury","His story ""I Sing the Body Electric!"" was adapted as an episode of ""The Twilight Zone"
"stephenking","In the early '70s, this master of horror taught English at Maine's Hampden Academy"
"sylviaplath","A month after ""The Bell Jar"" was published in 1963, she took her own life"
"johnupdike","His 1996 book ""Golf Dreams:  Writings On Golf"" includes excerpts from his ""Rabbit"" novels"
"edmcbain","Evan Hunter writes his ""87th Precinct"" and ""Matthew Hope"" novels under this pseudonym"
"charlesdickens","Oliver Twist"" and ""A Tale of Two Cities"" are among the classic novels by this British author"
"leotolstoy","His epic novel ""War And Peace"" features over 500 characters"
"niccolmachiavelli","This Florentine statesman wrote plays and poems as well as his famous treatise ""The Prince"
"franzkafka","1915's ""The Metamorphosis"" is one of the best-known works by this Czech-born author"
"marcelproust","This French author is best remembered for his ""A la recherche du temps perdu"
"ernesthemingway","In 1961 John F. Kennedy helped this man's widow get permission to go to Cuba to pick up her late husband's papers"
"charlesdickens","His ""Pickwick Papers"" was originally published serially under the pseudonym Boz"
"maryshelley","After her husband Percy died, this author urged one of Washington Irving's friends to fix them up"
"kenkesey","Working in a mental hospital provided background for his ""One Flew Over the Cuckoo's Nest"
"jackkerouac","His 1965 novel ""Desolation Angels"" was set just prior to ""On the Road"
"georgesantayana","Though christened Jorge Augustin Nicolas Ruiz de Santayana, he used this first name after arriving in the U.S. in 1872"
"stephenking","When his 1978 novel ""The Stand"" was reissued in 1990, it was about 50% longer than the original"
"sinclairlewis","In order to write his 1922 novel ""Babbitt"", this author studied real estate"
"marktwain","His travels to Europe aboard the steamship Quaker City were documented in ""The Innocents Abroad"
"washington","Author-filmmaker Sherman Alexie, who is part Spokane Indian, grew up on a reservation in this state"
"willacather","She dedicated ""O Pioneers!"" to her fellow novelist Sarah Orne Jewett"
"annetyler","Iris Murdoch wrote ""The Accidental Man"" and she wrote ""The Accidental Tourist"
"sweden","Selma Lagerlof, the first woman to win the Nobel Prize for Lit., was also the first person from this country to win it"
"christinarossetti","Goblin Market"" is one of the finest poems by this sister of Dante Gabriel Rossetti"
"tomclancy","In 1989 both the hardcover and paperback editions of his ""Cardinal of the Kremlin"" were bestsellers"
"kurtvonnegut","He subtitled his 1973 novel ""Breakfast of Champions"", ""Or Goodbye Blue Monday!"
"judithkrantz","She said, ""I didn't realize I had an imagination until I wrote 'Scruples"
"uptonsinclair","This author wrote 11 novels featuring Lanny Budd, including ""A World To Win"" and ""Dragon's Teeth"
"johnsteinbeck","In June 1998 a museum dedicated to this author opened in Salinas, California"
"canada","Sir John Buchan wrote ""The 39 Steps"" before he became Governor-General of this North American country"
"ericajong","She's also a poet, but she's more famous for her ""Fear of Flying"
"olivergoldsmith","Author of ""The Vicar of Wakefield"" whose friends called him ""Goldy"
"nathanaelwest","Day of the Locust"" author whose wife Eileen was the inspiration for ""My Sister Eileen"
"washingtonirving","During the War of 1812 this ""Rip Van Winkle"" author wrote biographies of naval commanders"
"leotolstoy","His father was also a count; his mother was Princess Volkonskaya"
"dickens","At one time this author owned his own magazine, Master Humphrey's Clock, in which he published ""Barnaby Rudge"
"kipling","In 1882, at age 16, he found work as sub-editor of the Civil and Military Gazette in Lahore, India"
"bretharte","This author of ""The Outcasts of Poker Flat"" served as U.S. consul in Germany and Scotland between 1878 and 1885"
"lewiscarroll","In 1865 he wrote the line ""You're nothing but a pack of cards!"
"alicewalker","She taught Black Studies at Jackson State College before she wrote ""The Color Purple"
"romania","In 1928 Elie Wiesel was born in Sighet, a Transylvanian village in this country"
"theodoredreiser","Published in 1915, ""The 'Genius' "" is a semi-autobiographical novel by this author of ""Sister Carrie"
"lawrencedurrell","This author of ""The Alexandria Quartet"" was the elder brother of zoologist and writer Gerald Durrell"
"wilkiecollins","This author of ""The Moonstone"" was named for his father's friend Sir David Wilkie"
"stephenking","Among this author's bestsellers are ""Misery"" and ""The Tommyknockers"
"judithkrantz","Her first published novel was ""Scruples"" in 1978"
"dickfrancis","A jockey who raced in the Grand National, his mysteries usually have a horse-racing theme"
"charlesdickens","David Copperfield"" is considered his most autobiographical novel"
"stephenking","He wrote his 1982 novel ""The Running Man"" under the pseudonym Richard Bachman"
"andrewgreeley","This author of ""The Cardinal Sins"" was ordained a Catholic priest in 1954"
"johnjakes","This author of the ""Kent Family Chronicles"" wrote mystery novels under the pen name Alan Payne"
"williamfaulkner","This author's ""The Bear"" is one of many stories dealing with the McCaslins of Yoknapatawpha County"
"henryfielding","It's said that this ""Tom Jones"" author (mistakenly) traced his lineage to the Hapsburgs"
"isabelallende","This author of ""The House of Spirits"" once worked for the U.N.'s food and agriculture organization"
"johnsteinbeck","He led a marine biology expedition to Baja California and later wrote about it in ""The Sea of Cortez"
"southafrica","Nadine Gortimer, born in the Transvaal in this country, had her 1st story published when she was 15"
"edithwharton","Born Edith Newbold Jones, she published ""The House of Mirth"" under this, her married name"
"marymccarthy","This author of ""The Group"" based the heroine of her book ""The Company She Keeps"" on herself"
"rudyardkipling","He dedicated his 1888 book ""Plain Tales From The Hills"" ""To the wittiest woman in India"
"margaretmitchell","Her recently-discovered work ""Lost Laysen"" was published in 1996, the 60th anniv. of ""Gone With The Wind"
"vladimirnabokov","This ""Lolita"" author began writing in English while living in France"
"vaclavhavel","This Czech president's play ""The Garden Party"" was long banned in his homeland"
"job","Archibald MacLeish based his verse play ""J.B."" on this book of the Bible"
"johnmortimer","British barrister who brought us Rumpole of the Bailey"
"franzkafka","The Prague tombstone of this German-language writer who died in 1924 is inscribed in Hebrew"
"jonathanswift","In 1745 he bequeathed his estate to be used for the founding of a hospital for the mentally ill in Dublin"
"sinclairlewis","When he died in 1951, his ashes were returned to Sauk Centre, Minnesota"
"ralphellison","While writing ""Invisible Man"", he worked as a jazz trumpeter, waiter and photographer"
"clarenceday","Bedridden much of his life, he died in 1935, the year that his ""life with father"" was published"
"raybradbury","He publicly objected to the name of a 2004 documentary for infringing on the title of one of his books"
"marktwain","He was 4 years old when his family moved to Hannibal, Missouri in 1839"
"ernesthemingway","You can tour the house at 907 Whitehead Street in Key West where he wrote ""For Whom The Bell Tolls"
"hermanmelville","He followed his 1850 sea tale ""White-Jacket"" with another sea tale about a white object"
"wrightbrothers","The Bishop's Boys"", about this pair, is by Tom Crouch, a Smithsonian Air and Space Museum curator"
"robertludlum","This master of the espionage thriller has written 3 books about top assassin Jason Bourne"
"jamesherriot","In 1995 a library at the Glasgow Veterinary School was named in his honor"
"georgeorwell","In 1949 he wrote, ""If you want a picture of the future, imagine a boot stamping on a human face--forever"
"rudyardkipling","It's said that this ""Kim"" author's autograph was so prized in the 1890s that many of his personal checks were never cashed"
"somersetmaugham","He based ""The Moon and Sixpence"" on the life of Gauguin, but his character was British"
"johnsteinbeck","Shortly after ""The Grapes of Wrath"" was published, he embarked on an expedition to Mexico"
"ernesthemingway","After leaving the Mayo Clinic, this author committed suicide July 2, 1961 at his Ketchum, Idaho home"
"theodoredreiser","Songwriter Paul Dresser, who changed the spelling of his name, was this ""Sister Carrie"" author's brother"
"charlesdickens","In 1858 W.M. Thackeray quarreled with this author in the so-called Garrick Club Affair"
"jacklondon","During the Russo-Japanese War, this ""Call of the Wild"" author served as a reporter for Hearst"
"hermanmelville","As a youngster this ""Billy Budd"" author worked in his brother's fur store in Albany"
"agathachristie","In 1971 this novelist was named Dame Commander in the Order of the British Empire"
"nathanielhawthorne","From 1846 to 1849, he was surveyor of the port of Salem, Mass."
"williamfaulkner","Sherwood Anderson helped this Mississippi author publish his first novel, ""Soldiers' Pay"
"nathanielhawthorne","In 1852 this ""Scarlet Letter"" author wrote a campaign biography for his friend Franklin Pierce"
"lewiscarroll","In addition to his ""Alice"" books, he wrote many math works including ""Euclid and His Modern Rivals"
"marktwain","Articles he wrote for the Atlantic Monthly in 1875 became Chapters IV to XVII in ""Life on the Mississippi"
"plutarch","John Dryden in 1683 was the first to use the term ""biography""--appropriately, while writing about this Greek"
"conandoyle","In 1886 he decided to create a new kind of detective who'd use scientific methods rather than intuition"
"rabelais","The name of this French writer who died in 1553 has become an adjective referring to coarse humor"
"anthonyburgess","He created dozens of musical works as well as novels like ""A Clockwork Orange"
"charlesbukowski","Henry Chinaski was the alter ego of this late hard-living California poet"
"stephenking","In ""Comics Review"" in 1965, ""I was a Teenage Grave Robber"" was his first published work; he's still going strong"
"rudyardkipling","Born in India, this English author was the youngest person to win a Nobel prize in literature"
"donmarquis","Creator of ""archy and mehitabel"", this humorist once was assistant editor for ""The Uncle Remus Magazine"
"barbaracartland","Outsold only by the Bible and Shakespeare, this woman is the best-selling romance writer of the twentieth century"
"ivanturgenev","Author of ""Fathers and Sons"", he was the first Russian to be widely read and admired in Europe"
