"johnconstable","In 1824 this British landscape painter's ""The Hay Wain"" received a gold medal at the Paris Salon"
"vangogh","His 1888 work ""The Sower"" is in the collection of the Amsterdam museum named for him"
"fresco","Italian for ""fresh"", this type of wall painting has paint fusing with plaster"
"rodin","The Poet"" was an earlier title for this French sculptor's ""The Thinker"
"impressionism","Renoir and Monet were part of this art movement that tried to capture what the eye sees at a particular moment"
"homer","A famous Rembrandt painting shows ""Aristotle Contemplating the Bust of"" this ancient poet"
"claudemonet","He depicted a poppy field in a hollow near Giverny in the painting seen here"
"elgreco","Appropriately, one of this painter's views of Toledo can be seen at his museum in Toledo, Spain"
"albrechtdurer","He's the great 16th century German artist seen here in a self-portrait"
"manet","This ""Bar at the Folies-Bergere"" artist painted several portraits of Impressionist Berthe Morisot, his sister-in-law"
"chagall","His 1911 painting ""I and the Village"" uses the simple shapes of Russian folk art"
"andrewwyeth","During his career he produced about 240 paintings and drawings of the same woman--Helga Testorf"
"winslowhomer","This New England painter once said, ""Never put more than two waves in a picture; it's fussy"
"peggyguggenheim","In 1943 Jackson Pollock had his first solo exhibit at ""Art of this Century"", this woman's NYC gallery"
"andywarhol","This pop artist's 1962 painting ""Green Coca-Cola Bottles"" is in the Whitney Museum"
"versailles","In 1881 Manet painted the garden of a villa he rented in this French city noted for its palace"
"florence","Michelangelo's statue of Bacchus is among the art treasures in the Bargello in this Italian city"
"claudemonet","This impressionist's 1890s paintings of Rouen Cathedral are noted for their use of atmosphere"
"johnconstable","2 of England's finest landscape artists were J.M.W. Turner and this man whose work is seen here:"
"salvadordali","You may remember there are 3 melting watches in his ""The Persistence of Memory"
"rembrandt","On October 4, 1669 he died in poverty in Amsterdam"
"alexandercalder","Famous for his mobiles, he painted a DC-8 in 1973 and a 727 in 1975"
"photography","Berenice Abbott made her name in this field; she began as Man Ray's assistant"
"edwardhopper","For the White House, Jackie Kennedy chose ""Houses of Squam Light"" by this ""Nighthawks"" artist"
"chagall","This Russian-born French painter served as art director of the Moscow Jewish State Theater from 1919 to 1922"
"renmagritte","In 1926 this Belgian artist produced his first surrealist work, ""Le Jockey Perdu"
"leroyneiman","In 1976 this sports artist was presented with an award of merit from the American Athletic Union"
"monet","His only figure portrait accepted for the salon was of his mistress Camille Doncieux, who in 1870 became his wife"
"donatello","Bertoldo di Giovanni was a student of this great Florentine sculptor and a teacher of Michelangelo"
"monalisa","For one of his works, Marcel Duchamp added a beard and mustache to a print of this da Vinci lady"
"moses","In the 1570s Tintoretto painted this Biblical figure ""Striking The Rock"
"cubism","Picasso described this art movement as ""An art dealing primarily with forms"
"edouardmanet","This impressionist's depiction of a nude picnicker in ""Luncheon On The Grass"" created a scandal in 1863"
"edwardhopper","You can see his most famous work, ""Nighthawks"", at the Art Institute of Chicago"
"renemagritte","In this Belgian surrealist's 1928 work ""Threatening Weather"", the clouds have the shapes of a tuba, a chair and a torso"
"toulouselautrec","His several ""At the Circus"" drawings from 1898 include ""The Tandem"", ""Acrobats"" and ""Rehearsing"
"marycassatt","In 1879 she became the first and only American woman to exhibit with the Impressionists"
"saskia","(Sofia of the Clue Crew at the front of Rembrandt's home in Amsterdam)  Sadly, 3 years after Rembrandt moved into this house, this wife and portrait subject passed away"
"laocoon","The statue here shows this priest killed by sea serpents when he gave warnings about the Trojan Horse"
"gainsborough","X-rays of his ""Blue Boy"" show that he painted over a dog in the lower right corner"
"moore","Frank Stella used ordinary house paint and named a series after this line of paints founded by a man named Benjamin"
"candlelight","The pre-electric illumination used in his pictures gave Trophime Bigot the title ""master"" of this type of light"
"jasperjohns","You could say this alliterative American did his own paint by numbers with series like ""0 Through 9"
"lima","Gauguin's mom was Peruvian, and from 1851 to 1855 he lived with her in this capital city"
"horses","In 1766 George Stubbs, a noted painter of these animals, published a book on their anatomy"
"jacksonpollock","This abstract artist's method of applying paint, as in ""Autumn Rhythm"", earned him the nickname ""Jack the Dripper"
"renaissance","In the early 1400s Robert Campin and Jan Van Eyck helped start the ""Northern"" one of these movements"
"hamlet","Delacroix' 1859 painting of this Shakespearean hero ""And Horatio In The Graveyard"" is in the Louvre"
"edinburgh","David Roberts, who has been called the ""Scottish Canaletto"", was born in this capital in 1796"
"gauguin","In 1899 he painted ""Tahitian Women with Mango Blossoms"
"toledo","A famous c. 1595 landscape by El Greco shows a ""View of"" this Spanish city"
"nighthawks","A restaurant on New York's Greenwich Avenue inspired this 1942 Edward Hopper painting"
"pietmondrian","He called his abstract style in paintings like ""Composition with Red, Yellow and Blue"" Neoplasticism"
"rodin","His sculpture of Victor Hugo got a ""miserable"" reaction; later it was placed on the avenue named for Hugo"
"augusterenoir","Monet and this fellow Impressionist often painted the same scene, like Monet's wife and son in 1874"
"montmartre","Maurice Utrillo often painted scenes of this area of Paris and its best-known landmark, Sacre Coeur"
"duchamp","This Dadaist exhibited ready-mades like ""Fountain"", a urinal that he signed R. Mutt"
"pietmondrian","In 1940 this Dutch abstract artist moved to NYC, which influenced his masterpiece ""Broadway Boogie-Woogie"
"venus","Fittingly, Francois Boucher painted ""The Toilet of"" this Roman goddess for Madame de Pompadour"
"florence","Donatello was born in this city, where he assisted Ghiberti in finishing the bronze doors of the baptistery"
"napoleon","Antonic Canova created 2 gigantic nude statues of this emperor (oddly, one was given to the Duke of Wellington)"
"christina","Known for his religious art, Sebastien Bourdon served as court painter to this queen of Sweden in the 1650s"
"rodin","Dying Centaur"" artist Antoine Bourdelle spent years as chief assistant to this more famous French sculptor"
"henrymoore","This British abstract sculptor of ""Madonna and Child"" drew Londoners in the Underground during the blitz"
"botticelli","He was in his prime--or should we say his ""Primavera""--when he painted ""Fortitude"" in 1470"
"marcelduchamp","This ""Nude Descending a Staircase"" artist also painted ""The King and Queen Surrounded by Swift Nudes"
"constantinbrancusi","This Romanian known for his ""Endless Column"" also sculpted the scandalous ""Princess X"
"pablopicasso","It was recently revealed that ""Tragedy"" from his Blue Period was painted over 2 earlier works of a bullfight"
"jacksonpollock","Time magazine dubbed this abstact expressionist ""Jack the Dripper"
"edvardmunch","In 1963, his centennial, a museum honoring this artist opened in Oslo; visitors say it's a scream"
"christo","Javacheff is the last name of this Bulgarian-born ""wrap"" artist"
"franciscogoya","(VIDEO DAILY DOUBLE):<br />Around 1800 this artist painted the 2 views of the woman seen here:"
"michelangelo","In his final years, he worked on pietas that are less famous than the one he created for the Vatican"
"pablopicasso","This great 20th century Spanish artist painted ""The Blue Room"" during his Blue Period"
"toulouselautrec","In short -- very short -- he not only painted ""At the Moulin Rouge"", he hung out there"
"augusterodin","(Alex: Welcome to an outdoor museum of sculptures by Swedish artist Carl Milles)  Carl Milles' early work was influenced by this French sculptor of ""The Kiss"
