"oldglory","It's said that William Driver of Massachusetts gave the American flag this 2-word nickname"
"ellisisland","It opened its doors as an immigration station on January 1, 1892"
"johnnyappleseed","This missionary nurseryman did most of his work in Ohio and Indiana, where he died in 1845"
"astroturf","This Monsanto product was developed as a covering to turn asphalt lots in urban areas into playgrounds"
"anapple","A nickname for New York is ""the Big"" this fruit"
"houston","George Bush Intercontinental Airport is in this city"
"deathvalley","After getting lost crossing a California desert and suffering intensely, emigrants gave the area this name"
"midnightblue","In 1958 Crayola changed the name of its Prussian blue crayon to this ""timely"" blue"
"newbery","The Caldecott is for illustrators; authors get this medal for the most distinguished American children's book"
"coins","An 1890 act of Congress says these can be redesigned no more than once every 25 years"
"idaho","Rhode Island is nicknamed ""Little Rhody"", and this state is ""Little Ida"
"oahu","The fabulous Hawaiian estate of heiress Doris Duke is now a tourist attraction near Diamond Head on this island"
"graceland","This Chicago cemetery is the final resting place of Mies van der Rohe, but not--despite its name--of Elvis"
"watermelon","You don't have to be in spitting distance to know that N.C. has 3 official festivals; 2 of them honor this fruit"
"virginia","Love was in the air in 1969 when this state adopted the tourism slogan that says it ""is for lovers"
"asteamboat","The hotel that Chester Nimitz' grandfather founded in Texas is in the shape of one of these"
"circlek","Fred Hervey bought the Kay's food store chain and expanded it under this geometrical name"
"colorado","To get a close-up peek at Pikes Peak, you have to be in this state"
"vermont","The von Trapp family of ""Sound of Music"" fame moved to this state in the '40s and built a ski lodge in Stowe"
"thamesriver","Appropriately, this river flows into Long Island Sound just below New London, Connecticut"
"adiner","This type of roadside establishment got its name and original design from a Pullman product"
"georgia","This state's motto is ""Wisdom, Justice and Moderation"" -- no mention of peanuts"
"northcarolina","Appropriately, tar was one of the first products made in this ""Tar Heel State"
"pennsylvania","Instead of Oktoberfest, Carlisle in this ""Keystone State"" has an Octubafest"
"mikefink","Many a tall tale has been spun about this bruisin' and brawlin' ""King of the Keelboatmen"
"sinclairlewis","You'll find this author's boyhood home in Sauk Centre, Minnesota, 3 1/2 blocks west of Main Street"
"modelt","Made for only 19 years, it sold for $825 in 1908 and $360 in 1927"
"analligator","If you take a swamp tour in Louisiana, you may see the American type of this, Louisiana's state reptile"
"nome","There's no place like"" this town for the annual Miners and Mushers ball"
"texas","A mule driver in Uzbekistan sent in 21 cents to help fund National Mule memorial in Muleshoe in this big state"
"dubuque","This Iowa city was named for a French Canadian, the first white man to settle permanently in what is now Iowa"
"bird","The yellowhammer isn't Alabama's official state tool, it's the official state this"
"tomato","It's round!  It's red! It's Tennessee's state fruit!--though some might call it a vegetable"
"montana","Appropriately, the city of Great Falls is the seat of Cascade County in this state"
"texas","Counties in this state named for people killed at the same site include Floyd, Travis and Bowie"
"niagarafalls","Beginning an American tradition, in 1801 Aaron Burr's daughter Theodosia and her new husband honeymooned here"
"littlerock","A favorite spot for hikers, Pinnacle Mountain is 20 minutes from this Arkansas' capital's downtown area"
"brighamyoung","Now a social center, Lion House in Salt Lake City was the home of several of this man's wives"
"georgewashington","The District of Columbia's flag is based on this man's coat-of-arms"
"virginiacity","This Nevada mining city's camel races began as a fictitious newspaper story, then became an annual event"
"vermont","Grace Coolidge was the 1st first lady born in this state; her husband was the 2nd president born there"
"virginia","Shoppers, take note:  the Potomac Mills discount mall is this state's No. 1 tourist destination"
"northdakota","Midwesterners know it's the ""Sioux State"", as well as the ""Flickertail State"
"newjersey","Known for its Victorian homes, Cape May in this state celebrates Victorian Week every October"
"oklahoma","Tahlequah, in this state, is the capital of the Cherokee nation, so it's home to the Cherokee national museum"
"louisiana","The world's oldest Zydeco festival takes place annually in Plaisance, near Opelousas in this state"
"scrabble","Until 1998 a plant in Fairfax, Vermont churned out the wooden tiles for this game, about a million a day"
"ohio","It was in this state in the late 1800s that Standard Oil and National Cash Register rang up their first sales"
"vanderbilts","The Breakers, an opulent mansion in Newport, Rhode Island, was built as a ""summer cottage"" for this family"
"revell","In 1986 this model kit company merged with its main competitor, Monogram"
"johnadams","He presided over the Senate in the first Congress"
"iwojima","Nimitz' line ""Uncommon valor was a common virtue"" was about <br />the World War II battle for this island"
"washingtonmonument","Robert Mills designed this structure that opened in 1888 and was built from 36,491 blocks"
"california","Its state animal is the grizzly bear, and the state tree is a type of redwood"
"libertybell","Ironically, this symbol of America was cast in London in 1752"
"carsoncity","Virginia City, Nevada and this nearby state capital are known as ""Sisters in History"
"dallas","If you want to go to the Texas State Fair, head for this ""big"" city, not the state capital"
"chicago","In 1885 America got its first skyscraper, the Home Insurance Building, in this ""Windy City"
"memorialday","Waterloo, N.Y. is the birthplace of this holiday, having first honored the Civil War dead May 5, 1866"
"happydays","The Democratic campaign song in the 1932 election was these ""Are Here Again"
"flagpoles","In the 1920s Shipwreck Kelly made a name for himself sitting high atop these"
"oklahoma","This Panhandle State's Cimarron County borders 4 states"
"dollywood","The theme park once known as Silver Dollar City got a makeover and in '86 was renamed this, in honor of a famous blonde"
"patgarrett","New Mexico's state song, ""O, Fair New Mexico"", was written by the daughter of this man who killed Billy the Kid"
"porgybess","George Gershwin prepared to write this opera by studying southern black culture on an island off the Carolina coast"
"napoleoni","At the Cabildo in New Orleans, you can see the death mask of this ruler who ceded New Orleans to the U.S."
"brownies","Legend says a Bangor, Maine woman invented these by cutting a collapsed chocolate cake into squares"
"bettyford","The Alpine Gardens named for this former first lady are centered in Vail, Colorado"
"country","Nevada has a patriotic state motto: ""All for our"" this"
"atlanta","Inspired by the 5 Olympic rings, the Fountain of Rings is in Centennial Olympic Park in this city"
"johnsoncounty","Wyoming county known for its cattle war of 1892"
"army","They advise ""Be all you can be"
"blue","The U.S. flag code says red, white, and blue bunting should always feature this color on top"
"charteroak","When Connecticut's Lieutenant Governor presides over the state senate, he sits in a chair made of wood of this tree"
"montana","Signs urging tourists to stay in North Dakota say ""Custer was healthy"" when he left there bound for this state"
"niagarafalls","In 1859, with his agent on his back, Charles Blondin walked a tightrope suspended over this"
"steel","In 1857, William Kelly convinced U.S. Patent Office to give him, not Bessemer, rights to make it"
"nebraska","Grand Island in this Cornhusker State is home to an annual event called Husker Harvest Days"
"oklahoma","The large star in the center of its state seal is adorned with symbols of the 5 Civilized Tribes"
"charlottesville","The Virginia Film Festival unspools at the University of Virginia in this city"
"alaska","From late Oct.-Dec. thousands of bald eagles gather at the Chilkat Bald Eagle Preserve in this state"
"lanai","This Hawaiian island near Molokai was once called the world's largest pineapple plantation"
"ascar","When G.I. Joe was introduced, he had one of these on his face; today, plastic surgery would take care of it"
"americansamoa","The U.S. Postal abbreviation for this American territory is ""AS"
"airstream","The Wally Byam Caravan Club International is for owners of this distinctive-looking brand of trailer"
"themepark","This term coined in the '50s refers to an amusement park with a motif, like the jungle or the Old West"
"colorado","Crested Butte in this state is one of the birthplaces of mountain biking and home of the Mountain Bike Hall of Fame"
"neworleans","During the 1800s, this Louisiana city was known as the ""Paris of America"
"charleston","The Dock Street Theatre, one of America's oldest, was built in this South Carolina seaport in 1736"
"vermont","Freedom And Unity"" is the motto of this ""Green Mountain State"
"lakemichigan","It's the third largest of the Great Lakes; it's the third smallest, too"
"jamesoglethorpe","He was the founder of Savannah as well as the founder of Georgia"
"icecream","White Mountain has been making freezers to produce this treat since 1853"
"algonquin","Now part of the Camberley Hotel Company, this New York hotel was home to the famous Round Table"
"lakesuperior","This Great Lake was known to the native Americans as Gitchee Gumee"
"mountrushmore","This national memorial in the Black Hills is also called the ""Shrine of Democracy"
"brotherhood","The song ""America, the Beautiful"" says, ""crown thy good with"" this ""from sea to shining sea"
"emmalazarus","She wrote the poem that says, ""Give me your tired, your poor, your huddled masses yearning to breathe free"
"alighthouse","The original one of these on Mass.'s Little Brewster Island was built in 1716; automation didn't come until 1998"
"salemmassachusetts","In June 2005, amid some controversy, a statue of Elizabeth Montgomery was unveiled in this city"
"benjaminfranklin","His innovations include the first American newspaper cartoon (in 1754) and bifocals (around 1780)"
"atlanticcity","The first section of the boardwalk along this New Jersey seashore resort opened on June 26, 1870"
"treasury","Alexander Hamilton was the first secretary of this government department"
"easter","Florida was named in honor of this holiday season, whose Spanish name includes the word florida"
"shoesboots","Like mukluks, kamiks are these, worn by Eskimos"
"capitolhill","Pierre L'Enfant could have told you this famous hill was once known as Jenkins Hill"
"arizona","Many men died searching for the Lost Dutchman Gold Mine in this southwest state's Superstition Mountains"
"jackalope","In Douglas, Wyoming there's a 10-foot statue of this legendary animal that looks like a jackrabbit with antlers"
"louisianapurchase","Inside the Cabildo in New Orleans, you can visit the room where the documents for this sale were signed in 1803"
"maryland","Some call it the ""Queen State"" because it was named for Queen Henrietta Maria"
"coneyisland","(Sarah of the Clue Crew)  My beautiful steed was carved by Charles I.D. Looff, who designed the first carousel at this Brooklyn site back in 1875"
"nebraska","The Western Meadowlark is one busy bird; it's the state bird of Kansas and of this state just north of Kansas"
"seattle","This Northwest city's famed Repertory Theatre won a 1990 Tony Award for Outstanding Regional Theatre"
"mtrushmore","This South Dakota national memorial is also known as ""The Shrine of Democracy"
"hershey","This company makes more than 80 million kiss-shaped products every day at its chocolate factories"
"lewisclark","On May 14, 1804 this duo's Corps of Discovery started up the Missouri on a fact-finding mission"
"drscholl","A Chicago doctor who made orthopedic foot products gave his name to this brand of wooden-soled sandals"
"mountrushmore","Finding the spot for this memorial caused its creator to say, ""America will march along that skyline"
"mabell","Matronly nickname for ATandT and its telephone system"
"cheyennewyoming","This capital's Frontier Days celebration has been held every year since 1897"
"colorado","Enter a higher state"" is a tourism slogan for this state"
"greatscott","This 2-word expression of surprise may have originally referred to General Winfield"
"delmonicos","In 1837 fine dining came to NYC when 2 Swiss brothers ""steaked"" their claim and opened this restaurant"
"neon","The first ad sign in the U.S. using these lights went up on a Los Angeles car dealership in 1923"
"wetseal","Company lore says that a shiny black bathing suit gave this clothing store its name"
"breckinridge","This Colorado ski resort was named for Buchanan's VP John C."
"hawaii","Take your sweetie to see Sweetheart Rock, also known as Pu'u Pehe, in this U.S. state"
"carsoncity","Many have reported seeing ghosts inside the governor's mansion in this Nevada capital"
"arkansas","In 1995 this ""Land of Opportunity"" got a new official nickname, ""The Natural State"
"florida","It's always ""The Night of the Iguana"" on Gasparilla Island in this U.S. state, home to 1000s of them"
"statebird","In Oklahoma, the scissor-tailed flycatcher is the official state one of these"
"green","Since 1962 it's been a tradition to dye the Chicago River this color for a special day in March"
"andersonville","The National Prisoner of War Museum is adjacent to the site of this notorious Civil War prison"
"newmexico","The bizcochito is this state's official cookie, so you can use it at Christmas as a ""Santa Fee"
"staugustine","Cross and Sword"" is an outdoor pageant dramatizing the 1565 founding of this Florida city"
"virginia","In use since Antebellum days, the expression FFV refers to the first families of this state"
"newport","Built in 1901 for a coal magnate, the Elms in this R.I. seaport was inspired by France's Chateau D'Asnieres"
"nashville","This state capital has streets named for Chet Atkins and Roy Acuff"
"freergallery","This gallery of art on the Smithsonian Mall is named for the man who donated his collection in 1906"
"jeans","The price of this iconic American item hasn't had a low rise; the low-rise type are $88 at Victoria's Secret"
"fridaynight","As in the title of a movie and a TV series, it's game night for U.S. high school football"
"whales","These creatures usually contributed the materials that early scrimshanders carved"
"lasvegas","The first 24-hour 7-Eleven opened in 1963 in this city"
"star","El Paso has a 459-foot lighted one of these, also in the nickname of its state"
"hamburger","In 2003 chef Daniel Boulud started shaving truffles onto this fast food favorite and charging $50 for it"
"socks","The Nelson Knitting Co. made these pieces of apparel that people made monkeys out of"
"sodafountain","2-word title of the artwork seen here; New Englanders might call it ""Spa"
