"hustler","The DVD of this 1961 film includes ""picture-in-picture commentary on how to make the trick shots"
"americangraffiti","Before her sitcom stardom, Cindy Williams co-starred as Richard Dreyfuss' sister in this George Lucas film"
"andiemacdowell","She's the beauty seen here in ""Muppets From Space"" (and we don't mean Miss Piggy)"
"johncarradine","The father of actors David, Keith and Robert, he played Moses' brother Aaron in ""The Ten Commandments"
"volcano","Tommy Lee Jones and Anne Heche no doubt had a blast making this film that erupted on the screen in 1997"
"romymichele","Pair played by Mira Sorvino and Lisa Kudrow who return to Arizona for their 10-year high school reunion"
"griswold","It's the last name of the family headed by Chevy Chase in the National Lampoon ""Vacation"" films"
"cocktail","Tom Cruise served up drinks as a hotshot bartender in this 1988 film"
"drstrangelove","This 1964 Peter Sellers title character is a mad German scientist"
"brookeshields","Christopher Atkins learns about the birds and the bees on a desert island with this actress in ""The Blue Lagoon"
"ordinarypeople","Judith Guest's novel about a dysfunctional family became this 1980 movie with Mary Tyler Moore and Timothy Hutton"
"rubyslippers","In ""The Wizard of Oz"", Billie Burke told Judy Garland, ""Never let those"" items ""off your feet for a moment"
"spacejam","This 1996 animated and live action sports film featured the songs ""Fly Like an Eagle"" and ""I Believe I Can Fly"
"oliverstone","He not only directed ""The Doors"" and ""JFK"", he co-wrote the screenplays"
"andywarhol","In movie titles, this pop artist's name precedes ""Bad"", ""Dracula"", and ""Frankenstein"
"melgibson","This actor played a scarred ex-teacher in his directorial debut, ""The Man Without a Face"
"humphreybogart","Key Largo"" was the last film he made with his fourth wife, Lauren Bacall"
"peterpan","Hans Conried provided the voices of Mr. Darling and Captain Hook for this 1953 film"
"daisies","Doris Day's most ""negative"" film titles may be ""Do Not Disturb"" and ""Please Don't Eat"" these"
"nosferatu","Leonard Maltin called the title character of this German silent film the ugliest vampire in movie history"
"ronhoward","In 1977 this ""Happy Days"" star directed his first feature, ""Grand Theft Auto"
"marypickford","At age 26 this actress known as ""America's Sweetheart"" played a girl of 12 in ""Pollyana"
"joanfontaine","In ""Rebecca"" this actress' first line is ""Last night I dreamt I went to Manderley Again"
"flintstones","Animators Bill Hanna and Joe Barbera had bit roles in this 1994 John Goodman film"
"romancingstone","Michael Douglas and Kathleen Turner starred in this film and its sequel, ""The Jewel of the Nile"
"truegrit","In this 1969 film Robert Duvall told John Wayne, ""I call that bold talk for a one-eyed fat man"
"jailhouserock","In this 1957 film Elvis played Vince Everett, an ex-con who develops a recording career"
"tincup","(Hi, I'm Cheech Marin)  I played Kevin Costner's caddy and ""Nash Bridges"" star Don Johnson played his rival in this 1996 film (guess what it is?)"
"bradpitt","(Hi, I'm Drake Hogestyn)  You can meet me as John Black on ""Days of our Lives"" and you may have ""met"" this actor as Joe Black in a '98 film"
"girlinterrupted","In this Christmas 1999 release Winona Ryder had a holly Jolie time with Angelina in the mental institute"
"gilda","The poster for this Rita Hayworth classic is seen here:"
"sylvesterstallone","Dolly Parton turns a cabdriver, played by this actor, into a country singer in ""Rhinestone"
"joannewoodward","She got an Oscar nomination for playing the Mrs. of ""Mr. and Mrs. Bridge"
"jazzsinger","This musical drama was made in 1927 and remade in 1953 and 1980"
"keanureeves","8 years before ""Speed"", he co-starred with Drew Barrymore in a musical remake of ""Babes in Toyland"
"roseanne","This former sitcom queen bedeviled Meryl Streep in ""She-Devil"
"lolita","The Nabakov novel nymphet played by Sue Lyon in 1962 and Dominique Swain in 1997"
"ravishankar","This world-famous sitarist composed some Indian music for the 1962 film, ""Tarzan goes to India"
"chinatown","In ""The Two Jakes"", Jack Nicholson reprised Jake Gittes, whom he first played in this 1974 film"
"jamesclavell","The 1967 Sidney Potier film ""To Sir With Love"" was directed by this ""Shogun"" author"
"z","This one-letter Yves Montand film won 1969 Oscars for Best Foreign Language Film and Best Film Editing"
"edithhead","This great costume designer's last film was Steve Martin's ""Dead Men Don't Wear Plaid"
"petrifiedforest","In this 1936 film, Humphrey Bogart recreated his Broadway role as gangster Duke Mantee"
"beloved","Thandie Newton played the mysterious title role in this 1998 film based on a Toni Morrison novel"
"geronimo","The night before their first mass jump in 1940, paratroopers at Fort Benning saw a Western about this man"
"fullmonty","Here's the naked truth:  this 1997 film is the highest-grossing British movie in history"
"rollercoaster","Of ""Carousel"", ""Rollercoaster"" or ""Midway"", the film that featured a very young Helen Hunt"
"taliashire","This sister of Francis Ford Coppola appeared in all of his ""Godfather"" films"
"glassmenagerie","Kirk Douglas played the ""gentleman caller"" in the film version of this Tennessee Williams play"
"titanic","(Hi, I'm Danny Nucci)  I played Fabrizio De Rossi, Leonardo DiCaprio's best friend, in this 1997 blockbuster"
"johncusack","This actor pursues class brain Ione Skye in 1989's ""Say Anything..."
"colleenhaskell","(Hi, I'm Rob Schneider)  This ""Survivor"" co-starred in my 2001 comedy ""The Animal"
"americanpresident","Annette Bening wins the heart of the chief executive played by Michael Douglas in this 1995 film"
"aceventura","Jim Carrey has a 2nd go as this kooky detective in ""When Nature Calls"
"nakedgun","The TV comedy ""Police Squad!"" inspired these films with Leslie Nielsen as Lt. Frank Drebin"
"darkvictory","Bette Davis gave a memorable performance as a socialite dying of a brain tumor in this 1939 film"
"anthonyquinn","Anthony Quayle and this man were the 2 ""A.Q.""'s in ""The Guns of Navarone"
"stevenseagal","He's been ""Under Siege"" twice as Navy Seal turned cook Casey Ryback"
"dicktracy","Long before Warren Beatty, actor Ralph Boyd played this cop"
"sleeper","In this 1973 film Woody Allen reads a 1990 New York Times headline, ""Pope's Wife Gives Birth to Twins"
"sleepers","In this 1996 film D.A. Brad Pitt prosecutes 2 friends for a murder he's connected to"
"arnoldschwarzenegger","Hasta la vista, baby"" is a memorable line uttered by this actor in ""Terminator 2 - Judgment Day"
"penguin","In ""Batman Returns"" Paul Reubens played the father of this Danny DeVito character"
"backdraft","Kurt Russell and William Baldwin played bickering firefighting brothers in this 1991 Ron Howard film"
"dangerousminds","Michelle Pfeiffer film based on ""My Posse Don't Do Homework"" by ex-Marine Louanne Johnson"
"mollflanders","Although set in England, this 1996 Robin Wright film based on a Daniel Defoe novel was filmed in Ireland"
"evita","In this 1996 film Madonna sings the line ""They need to adore me -- so Christian Dior me"
"bettemidler","In ""The First Wives Club"", she, Diane Keaton and Goldie Hawn sing ""You Don't Own Me"
"dicktracy","Al Pacino received an Oscar nomination for playing Big Boy Caprice in this 1990 film"
"stevemcqueen","In the 1966 film ""Nevada Smith"", this actor played the title role earlier played by Alan Ladd in ""The Carpetbaggers"
"unforgiven","A chance at a bounty brings retired killer Clint Eastwood back into service in this 1992 film"
"spacecowboys","An old satellite brings retired engineer Clint Eastwood back into service in this 2000 film"
"bloodwork","A foe brings former FBI agent Clint Eastwood back into play in this 2002 film"
"hook","Musician David Crosby had a bit role as a pirate in this 1991 version of ""Peter Pan"
"havana","Robert Redford played a gambler in Batista's Cuba in this 1990 film"
"charlesbronson","In the 1970s he played Joe Valachi, Vince Majestyk and an Apache named Chato"
"bradpitt","This heartthrob played the troubled and tempestuous Tristan in ""Legend of the Fall"
"woodyallen","He directed ""Broadway Danny Rose"" in 1984 and ""Bullets Over Broadway"" in 1994"
"shawshankredemption","Time Magazine called this Morgan Freeman prison movie one of the best films of 1994"
"robertaltman","Ready to Wear"" (""Pret-a-Porter"") is this director's 1994 film about high jinks and high fashion"
"highnoon","This classic 1952 movie was based on the story ""The Tin Star"
"pigs","Near the beginning of ""The Wizard of Oz"", Dorothy falls into a pen full of these animals"
"pinocchio","Lampwick, Figaro and Stromboli are all characters in this Disney film"
"elvispresley","Some say Nancy Sinatra was romantically involved with this singer she co-starred with in ""Speedway"
"clarkgable","Adventure"" was the first film this ""Gone with the Wind"" star made after his World War II combat service"
"greatescape","Lt. Col. A.P. Clark played a key role in the elaborate breakout from Stalag Luft III that inspired this 1963 movie"
"quentintarantino","Grindhouse"" is a double feature written by Robert Rodriguez and this director of ""Pulp Fiction"
"hughgrant","This actor really sings the faux '80s song ""Pop! Goes My Heart"" on the ""Music and Lyrics"" soundtrack"
"disturbia","Shia LaBeouf discovers that ""every killer lives next door to someone"" in this 2007 horror film"
"lastmimzy","Rainn Wilson co-stars in this 2007 film about what happens after 2 siblings find a mysterious box of toys"
"pocahontas","Mel Gibson sang 2 songs as Captain John Smith in this animated Disney film"
"julienewmar","In the title of a 1995 film, this actress' name follows ""To Wong Foo, Thanks For Everything...."
"rock","In this 1996 film, Sean Connery played the only known escapee from Alcatraz"
"phantom","Billy Zane played the title role of this Lee Falk comic strip character, ""The Ghost Who Walks"
"birdcage","This 1996 remake of ""La Cage Aux Folles"" was the first film on which Mike Nichols and Elaine May worked together"
"fridayth","In ""Part VIII"" of this horror series, ""Jason Takes Manhattan"
"fathersday","The French film ""Les Comperes"" was turned into this 1997 film with Robin Williams and Billy Crystal"
"rock","(Hi, I'm Vanessa Marcil)  In a ""break out"" role for me, I played Nicolas Cage's girlfriend in this 1996 film"
"lust","In titles, 4-letter word that precedes ""for Life"", ""in the Dust"" and ""for a Vampire"
"jimmycagney","He won a Best Actor Oscar for the movie ""Yankee Doodle Dandy"
"manhattan","Woody Allen's 1979 film, or the New York borough in which he lives"
"marty","Ernest Borgnine and Paddy Chayefsky both won Oscars for this 1955 movie about a Bronx butcher"
"mame","Robert Preston played Beauregard and Lucille Ball the title character in this 1974 musical"
"manchuriancandidate","In this 1962 film, brainwashed Laurence Harvey is controlled by his spy mother, Angela Lansbury"
"traffic","Benecio del Toro plays troubled cop Javier Rodriguez in the 2000 film tale of America's war on drugs"
"dragon","In 1996 Sean Connery was the voice of Draco, the last of these creatures"
"andre","In 1981 Wallace Shawn came prepared to eat in ""My Dinner With"" this man"
"malcolmx","This 1992 Denzel Washington film is reportedly the first and only non-documentary film allowed to be made in Mecca"
