"washington","Headquarters of the Yakima Indian nation, Toppenish in this state celebrates Yakima Treaty Day in June"
"southcarolina","Cheraw State Park is the site of this state's annual Palmetto Regatta"
"georgia","You'll have a peachy-keen time at this state's peach festival in Fort Valley"
"scottjoplin","Sedalia, Missouri has a June festival honoring this ""King of Ragtime"" who once studied music there"
"hermitcrabs","In August these ""reclusive"" crabs compete in a Miss Crustacean beauty pageant in Ocean City, N.J."
"dollyparton","Join this country superstar for a Smoky Mountain Christmas at her theme park in Pigeon Forge, Tennessee"
"utah","A spike driving contest is a feature of the Railroaders Festival near Brigham City in this state"
"halloween","In medieval times witches were believed to fly on this holiday and bonfires were set to ward them off"
"pickledpeppers","Mount Olive, North Carolina has set aside a special week to honor these items Peter Piper picked"
"palmsunday","This Christian observance celebrates Jesus' entry into Jerusalem before his crucifixion"
"michigan","A cow-calling contest was among the events in 1928 at this state's first Upper Peninsula State Fair in Escanaba"
"argentina","On August 17, this country honors the death of native son and freedom fighter Jose de San Martin"
"staugustine","This Florida city's 1565 founding is observed in September at the Mission of Nombre de Dios"
"puertorico","The Hatillo Festival of the Masks is a colorful December event in this U.S. commonwealth"
"kwanzaa","Traditionally, this African-American holiday begins December 26 and lasts for 7 days"
"novascotia","The Antigonish Highland Games have been held in this Canadian province every year since 1861"
"oktoberfest","It dates back to an 1810 party celebrating the bethrothal of Princess Therese to the crown prince of Bavaria"
"wine","Open That Bottle Night"" was created by the Wall Street Journal's columnists on this subject"
"orangemen","In Northern Ireland every July brings a holiday honoring the Protestants known by this colorful name"
"virginia","The International Azalea Festival is held each April in Norfolk in this state"
"albuquerque","This largest city in New Mexico hosts an international balloon festival in mid-October"
"michigan","This state has an annual Upper Peninsula state fair in Escanaba in August"
"biloxi","This Mississippi port has a shrimp festival and the blessing of the fleet in June"
"hitchhiking","July's designation as this activity's month conflicts with the ""don't pick up strangers"" advice from your mom"
"buenosaires","This Argentine city honors the tango many times, including the annual world championship in August"
"memphis","Great blues music and barbecue cook-offs are attractions at this city's Beale Street Music Festival in May"
"sanfrancisco","On the second Sunday of June, the 1967 Summer of Love is re-created at the Haight Street Fair in this city"
"turkeys","In an annual ceremony, on Nov. 20, 2007, President Bush pardoned 2 of these named May and Flower"
"arborday","The foundation honoring this holiday says, ""We inspire people to plant, nurture, and celebrate trees"
"battlecreek","Each June 60,000 visitors are served bowls of cereal in this Michigan city's Cereal City Festival"
"veteransday","On Nov. 11, 1953 in Emporia, Kansas, this holiday was first observed under its current name"
"kimono","Japan's Shichi-Go-San, or ""7-5-3"", celebrates 5-year-olds wearing trousers and 7-year-olds tying this with an obi"
"flagday","In 1985 President Reagan signed Public Law 99-54 recognizing ""Pause for the Pledge"" as a part of this day's activities"
"pentecost","The name of this Christian observance is from the Greek for ""fiftieth day"
"idaho","The Trailing of the Sheep Festival in Ketchum and Hailey in this state has workshops on how to cook lamb and work with wool"
"chitlins","The Saturday after Thanksgiving, Salley, S.C. celebrates with a festival devoted to these fried pig intestines"
"hannibal","Fence painting and frog jumping contests are highlights of an annual festival held in this Missouri city"
"tombstone","This city's Wyatt Earp Days features a chili cook-off and an 1880s fashion show"
"honolulu","Every year since 1992, the World Invitational Hula Festival has been held in this state capital"
"boston","This city's 4th of July celebration includes fireworks and music on the Charles, near the Longfellow Bridge"
"pittsburgh","This city's annual Three Rivers Regatta features live concerts and the National Dragon Boat Championships"
"mackinacbridge","An annual Michigan event is the Labor Day walk over this bridge between the Upper and Lower Peninsulas"
"acadians","An annual festival in Caraquet, New Brunswick celebrates the culture of these French settlers"
"pennsylvania","Flag Day is a legal holiday only in this Keystone State"
"passover","This 8-day observance celebrates the liberation of Jews from Egyptian bondage"
"idaho","Summer events in this state include the Snake River Stampede and the Lewiston Roundup"
"clowns","A Sept. festival in Seaside Heights, New Jersey features hundreds of these silly circus performers"
"texas","Pecos in this state has a world championship bar-b-q contest and a cantaloupe festival"
"williaminge","An April festival in Independence, Kansas honors this playwright; we hope they have a ""Picnic"
"oregon","Drivers race Model Ts while holding pigs in their laps at the Tillamook County Fair in this state"
"keywest","A conch shell blowing contest is held annually in this southern Florida city whose people are called Conchs"
"sheep","The Simbra Oilor in Oas, Romania celebrates the return of these animals to the pasture -- ""shear"" luck"
"bahamas","Junkanoo, a noisy celebration, welcomes the New Year in Nassau and Freeport in this island group"
"belgium","Ostend in this Low Country is home to Le Bal Rat Mort -- The Masked Ball of the Dead Rat"
"minnesota","An 1876 bank robbery attempt is reenacted during Defeat of Jesse James Days in Northfield in this state"
"hinduism","Penitents pierce their bodies with hooks and walk in a procession during Thaipusam, a festival of this religion"
"kentuckyderby","A 3-year-old chestnut colt named Aristides won the first of these, now an annual event, at Churchill Downs"
"earthday","2010 saw the 40th anniversary of this pro-environment observance"
"february","An old belief says that if the sun shines on Candlemas Day, now observed on this date, 6 weeks of winter will ensue"
"grandparents","Marian McQuade created a holiday for these people to champion the cause of the lonely elderly in nursing homes"
"october","National UNICEF Day and National Magic Day are observed on this date, the same as Halloween"
"superbowl","A high-bounce ball inspired businessman Lamar Hunt to give an annual event this name"
"december","Pearl Harbor Day is observed on this date"
"watermelon","Pardeeville, Wisconsin hosts a yearly competition for the eating and seed-spitting of this fruit"
"frogs","In May at the Calaveras County Fair in Calif., more than 3,000 of these critters take part in a jumping jubilee"
"grandparents","These relatives have their own special day, the first Sunday in September after Labor Day"
"preaknessstakes","This middle leg of the Triple Crown in horse racing is run the third Saturday in May"
"hiawatha","This Longfellow chief is the subject of an outdoor pageant each July and August in Pipestone, Minn."
"utah","Around Halloween Moab in this state celebrates the mountain bike with a fat tire festival"
"tennessee","Jonesborough in this Volunteer State hosts the National Storytelling Festival each October"
"sauerkraut","In October Waynesville, Ohio hosts a 2-day festival devoted to this fermented cabbage dish"
"augusta","In mid-July this Maine capital celebrates its Franco-American heritage with Le Festival de la Bastille"
"kwanzaa","The colors green for hope and red for struggle are prominently displayed during this African-American festival"
"mules","The people of Columbia, Tenn. persuade these stubborn farm animals to parade through town each spring"
"shepherds","A Christmas Eve festival in Provence celebrates these workers who visited Jesus in the manger"
"bards","The Welsh Eisteddfod originally honored these medieval poets, but not Shakespeare"
"threshing","Culbertson, Montana holds a bee each September for this activity of separating grain"
"yam","Eje is a west African festival giving thanks for this potato-like staple food"
"mothers","Koreans pay honor to both parents May 8, sometimes the same day Americans honor this one"
"polarbears","A communal dip in the Pacific January 1 in Vancouver, Canada is named for these Arctic animals"
"powwow","Mashpee, Massachusetts holds one of these American Indian conferences every July"
"constitutions","Countries that celebrate these documents include Mexico on February 5 and the U.S. on September 17"
"venice","During July's Feast of the Redeemer, musicians play in lighted boats along this Italian city's canals"
"cactus","Every March a Phoenix garden show is devoted to this desert plant and other succulents"
"massachusetts","On or about April 19, Maine and this other New England state celebrate Patriot's Day"
"northcarolina","Spivey's Corner near Fayetteville in this state is the site of the National Hollerin' Contest each June"
"honolulu","The Sony Open golf tournament takes place in January at the Waialae Country Club in this state capital"
"grandparents","September was the month chosen for the holiday honoring these relatives because it signified their autumn years"
"passover","Symbols of spring, a lamb shank and an egg are part of the traditional plate used during this Jewish holiday"
"amtrak","This corp. is the engine behind the first National Train Day, May 10, 2008, remembering the golden spike of May 10, 1869"
"bastilleday","(Sarah of the Clue Crew reports from Paris)  A military parade goes down the Champs-Elysees from the Arc de Triomphe on this day, which the French call National Day"
"texas","Every March 2 this state commemorates the 1836 signing of a Declaration of Independence from Mexico"
"montpelier","Hold your nose and run to this Vermont capital for the International Rotten Sneaker Contest"
"tofu","In August 2002 Los Angeles celebrated the seventh annual festival of this, another name for soybean curd"
"buffalobill","A highlight of Nebraskaland Days in North Platte is the pro rodeo named for this Wild West showman"
"bluegrassmusic","The annual convention of this music of which Bill Monroe is the ""father"" has taken place in Nashville since 1984"
"nelsonmandela","Ths anti-apartheid activist's July 18th birthday is now an annual event celebrated in South Africa"
"cornwallis","Washington's victory over this British general is celebrated each October 19 on Yorktown Day"
"superbowl","On Feb. 1, 2009 an estimated 98.7 million Americans tuned in to watch this sports event"
"hawaii","This state's Queen Lili'ukalani Outrigger Canoe Race covers 18 miles between Kailua and Honaunau"
"watermelon","Thomson, Georgia's festival celebrating this green gourd includes a seed-spitting contest"
"reggae","Though far from Jamaica, Humboldt County, California has a huge annual festival devoted to this musical genre"
"laborday","The AFL-CIO chose this holiday in 2007 to launch a nationwide drive for health care reform"
"easter","Mardi Gras is the day before Lent, the period of fasting that ends on this holiday"
"leifericson","October is good for explorers: Columbus Day is the 2nd Monday of the month and this Norse guy gets October 9th"
"laborday","In the U.S., union founder Peter J. McGuire and machinist Matthew Maguire get credit for suggesting this holiday"
"lexingtonconcord","Patriots' Day, a New England holiday, honors the clashes in these 2 towns on April 19, 1775"
"kites","In an Indian festival every September 17, people enjoy flying these and cutting others' strings"
"munchkins","A winged monkey and these little Oz folks are part of the Chesterton, Indiana Oz Fantasy Parade"
"austria","This country has an annual Haydn festival in Eisenstadt and a Schubert festival in Feldkirch"
"lanterns","In Chengdu, China you can see an ancient festival of these, and perhaps ""raise the red"" one"
"steeplechases","Every spring horses make 30 jumps in Britain's annual Grand National one of these races"
"theodoreroosevelt","This president loved oysters, and an annual oyster event takes place in his hometown, Oyster Bay, Long Island"
"macys","Conceived by store employees, this department store's beloved Thanksgiving Day parade debuted in NYC in 1924"
"japan","Dolls representing the emperor and empress occupy a place of honor during this Asian country's Girls' Festival"
"washingtonstate","Don't miss the pie-eating contest at this northwest state's Apple Blossom Festival in Wenatchee"
"rexkrewe","In 1960 this ""royal"" krewe became the first to throw doubloons in New Orleans' Mardi Gras parade"
"easter","This Christian holiday can fall as early as March 22 or as late as April 25"
"potato","Shelley, Idaho celebrates this tuber each September"
"judygarland","Each June Grand Rapids, Minnesota honors this ""Wizard of Oz"" star with a 4-day festival"
"musculardystrophy","Jerry Lewis' annual Labor Day telethon raises money to fight this disease"
"arizona","The Fiesta Bowl Parade and Prescott Bluegrass Festival are annual events in this state"
